car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,rating_min,rating_mean,distance_total,speed_max_max,user_ride_quality_mean,deviation_normal_mean,deviation_normal_std,deviation_min_max_diff,ride_quality_slope,driver_age_mean,driver_rating_mean,driver_accidents_mean,work_duration_mean,work_duration_max,destroy_degree_std,destroy_degree_sum,work_type_nuniq,work_type_mode,worker_speed_mean,worker_experience_mean
s45684436W,VW Polo,economy,petrol,2.14,2012,22590,2018,50.61,engine_check,0.1,4.675804597701149,11412281.133244712,164.22020969763824,-0.6678617554481265,-1.7607241379310343,2.429318992514337,7.6,-0.04246766909583726,33.48850574712644,8.121264367816092,14.272,31.457142857142856,72,1.9356322659295497,89.1,4,reparking,26.18410023124781,268.2
E-7624014J,VW Polo VI,economy,petrol,5.0,2011,919,2017,31.35,electro_bug,0.0,4.226379310344828,12512904.708291572,187.0,-5.933439267495022,-13.15762643678161,15.137523353054425,64.002,-0.07632384873279377,34.00574712643678,8.040229885057471,8.10919540229885,28.142857142857142,48,3.126573553408579,131.0,4,reparking,26.15674262068981,269.57142857142856
I49569137x,Kia Rio,economy,petrol,3.92,2015,73646,2018,57.39,engine_check,0.16,4.70051724137931,7203696.103685387,153.54720575175003,4.71547092450661,-3.026522988505747,9.716266428157304,53.887,0.04861433549624786,35.5919540229885,8.112068965517242,14.991935483870968,26.914285714285715,65,1.9130467582261717,88.5,4,repair,26.21792568347602,266.77142857142854
f20619972B,Skoda Rapid,economy,petrol,4.02,2016,104165,2019,54.64,engine_check,0.1,4.57948275862069,9507010.723710977,158.0,-4.61174036825101,21.65170114942529,19.71492611044307,71.37299999999999,0.01137620336663498,33.35632183908046,8.114367816091955,17.390243902439025,30.8,68,1.9690248407598652,112.0,4,repair,26.274635173787548,271.14285714285717
N18554472N,Smart Coupe,economy,petrol,5.42,2017,117210,2019,52.3,engine_check,0.1,4.6533908045977,15403820.892015133,164.0,3.7025537099771917,8.544557471264367,13.47800557382742,51.17,-0.050051488872664356,32.91954022988506,8.14080459770115,17.417391304347827,24.65714285714286,60,1.9162419453913726,96.2,4,repair,25.99848085827744,271.37142857142857
O-2225875m,VW Tiguan,economy,petrol,5.64,2016,109471,2019,30.94,wheel_shake,0.13,4.642126436781609,12022996.443984438,126.51942289744318,-2.3850007459399993,-1.8971436781609197,2.5695125439159283,8.001,-0.017619949200641756,36.229885057471265,8.035632183908046,16.81512605042017,26.057142857142857,63,2.9166228888271197,117.2,4,reparking,26.289560862951983,264.9428571428571
B11433908y,VW Tiguan,economy,petrol,5.16,2014,58987,2021,31.72,engine_fuel,0.1,4.031896551724138,21195910.449065734,165.91195642713998,-3.110965512362901,18.380454022988506,11.86485402357585,40.704,0.057448610981241335,35.5919540229885,8.074137931034484,16.876033057851238,26.4,63,3.0101285603076544,125.89999999999999,4,repair,26.288664538478738,264.85714285714283
K20059604P,Skoda Rapid,economy,petrol,3.54,2016,101495,2016,33.75,electro_bug,0.0,4.285747126436782,13990353.22720816,209.98283950882248,5.010126672640392,-12.660580459770113,15.11656171957805,72.952,-0.09690521536339283,34.00574712643678,8.017241379310345,7.166666666666667,28.34285714285714,48,3.0752686567069825,106.8,4,reparking,26.28187810662644,267.22857142857146
D10115495S,Smart ForTwo,economy,petrol,5.02,2016,108995,2018,39.47,gear_stick,0.1,4.387931034482759,9269709.531679643,101.83942030119768,15.86660088898715,-5.730689655172414,13.826003349900247,55.623000000000005,0.14545619899765133,35.01149425287356,7.840229885057472,9.045977011494253,29.228571428571428,59,3.3200764393346742,143.3,4,repair,26.358428716122525,270.1142857142857
s-2136281x,Smart ForTwo,economy,petrol,5.08,2016,95935,2014,36.87,engine_fuel,0.1,3.85867816091954,16657027.634673882,161.08277896296124,-7.553943428178159,20.876827586206897,12.121132426451807,53.992,-0.21746211149804845,35.1551724137931,8.032183908045976,18.08,30.257142857142856,66,3.4666041795704228,130.1,3,reparking,26.163356299259895,270.22857142857146
z72983842Y,Kia Rio X,economy,petrol,4.7,2013,41150,2021,18.92,gear_stick,0.1,4.456436781609195,16192147.011219418,120.02441407681069,8.81580926864967,-14.893545977011494,18.610993026084046,67.19800000000001,0.04148354880021557,31.7183908045977,7.829885057471265,9.491329479768787,30.34285714285714,72,3.352327674964984,153.6,3,repair,26.062062222346285,264.57142857142856
s-1094161i,Mercedes-Benz E200,business,petrol,5.32,2011,1299,2019,45.48,engine_overheat,0.1,4.447126436781609,20427293.78814421,175.24442527517795,5.731142443828719,29.521649425287354,13.478154298440577,49.550000000000004,0.012815591682613139,34.64367816091954,8.086206896551724,9.739884393063583,25.542857142857144,69,2.9762166497448552,134.7,3,repair,26.078920185001945,272.0571428571429
Z-1155909A,Nissan Qashqai,standart,petrol,4.62,2013,40025,2020,41.79,engine_overheat,0.1,3.897471264367816,10833997.004137255,181.59713594116903,8.406933001130387,13.385752873563218,7.767012511561986,32.201,0.1353711098864639,33.310344827586206,7.787931034482758,8.313953488372093,28.114285714285714,68,3.040588178393818,128.8,4,reparking,26.213385916480416,269.8857142857143
Z-1196295K,Smart ForTwo,economy,petrol,4.54,2016,115037,2019,24.05,engine_overheat,0.1,4.130114942528736,10544424.640253257,186.1179531519749,-9.37879362796691,-4.269459770114942,5.211974454851576,15.809,-0.09854379514686742,33.62643678160919,7.908620689655172,9.264367816091953,24.65714285714286,67,2.617337154726652,165.6,4,repair,26.218134588853538,267.42857142857144
i31421704Y,Renault Kaptur,standart,petrol,5.34,2013,51207,2017,42.96,engine_check,0.1,4.571494252873563,9051244.23721845,156.0,-3.6964414727951933,33.11743678160919,11.505783016114085,60.995,-0.06847474117494055,34.10344827586207,8.059770114942529,18.204918032786885,29.228571428571428,67,2.0034298321720616,110.1,3,repair,26.27421426744187,265.65714285714284
t10463236f,Mini Cooper,business,petrol,3.84,2014,58789,2022,62.44,engine_ignition,0.1,4.074942528735632,14479292.854849895,195.2360632275796,1.4334406463987113,32.194097701149424,10.92312316422915,49.313,0.02240841077696741,35.12643678160919,8.017816091954023,7.390804597701149,26.057142857142857,68,1.9547485814822128,108.1,4,repair,25.936057811840687,267.4
v13404305i,Kia Sportage,standart,petrol,2.7,2014,60017,2020,43.41,break_bug,0.33,5.331206896551724,9255259.719569338,112.2626779670123,-3.2197316804851583,-6.958896551724138,9.74382116180132,29.011,-0.1063205738230572,33.57471264367816,7.998850574712644,6.9655172413793105,24.542857142857144,57,2.8106699461549174,129.1,5,repair,26.213899533530675,271.74285714285713
m20203244V,Kia Rio,economy,petrol,2.96,2014,65703,2016,35.53,engine_overheat,0.1,4.217011494252874,16509060.789360844,177.13405127768635,0.00658813572523587,28.366758620689655,17.88036222491034,66.26,0.020748786414287727,32.52298850574713,7.8356321839080465,9.275862068965518,25.02857142857143,72,2.941325374381963,131.2,4,repair,26.208137959523565,272.37142857142857
k-1015732Y,Nissan Qashqai,standart,petrol,5.42,2012,20276,2016,26.38,engine_overheat,0.1,4.1498275862068965,19977026.737995993,197.5346514078148,-1.0773652123649093,-13.942068965517242,11.953798635172218,46.117,-0.012753576638664527,34.47701149425287,7.8373563218390805,8.948275862068966,27.314285714285713,66,3.144644640649622,164.3,3,repair,26.06726841330614,268.8
m-8965256V,VW Tiguan,economy,petrol,4.9,2017,114576,2019,77.26,engine_ignition,0.1,4.067528735632184,17296276.779062003,183.49692933404805,-13.746163237569029,-3.825224137931034,4.885988390940795,14.961,-0.006337975962582285,35.95402298850575,7.9672413793103445,6.982758620689655,26.742857142857144,66,1.8797595054472598,81.7,4,reparking,26.336041181800805,272.0
U13022243O,Renault Sandero,standart,petrol,3.8,2011,3028,2021,34.81,electro_bug,0.0,3.916206896551724,15713161.187668815,185.33961233674796,3.416483408650629,-12.449080459770114,8.39185921061774,47.084,0.039139570836829986,34.701149425287355,8.020689655172413,7.689655172413793,24.485714285714284,48,2.9622215147623594,113.3,5,repair,26.317127345692068,267.48571428571427
j12330862q,Hyundai Solaris,economy,petrol,3.86,2014,58610,2017,31.51,gear_stick,0.1,4.660172413793103,7117682.887295571,101.33342383388566,0.033186238623345195,-2.2076781609195404,9.024733354258952,30.027,-0.003510917470067162,34.07471264367816,7.80632183908046,9.44767441860465,26.485714285714284,63,2.830722804627584,113.3,4,reparking,25.902300920388896,268.37142857142857
C-5320082T,Kia Rio X,economy,petrol,4.36,2013,47354,2020,43.21,electro_bug,0.0,4.278965517241379,17252429.84524186,172.0510387003145,2.9624695584135687,-11.372258620689655,7.468740651620461,38.838,0.047324895800433996,35.241379310344826,8.030459770114943,8.454022988505747,23.685714285714287,48,2.443970457398914,91.8,4,reparking,26.054126865855014,271.2
s17672064L,Smart ForTwo,economy,petrol,3.18,2016,96361,2020,27.37,gear_stick,0.1,4.508448275862069,11815667.499680225,110.02402089612136,9.12106214125362,-10.173068965517242,15.110902864570983,62.667,0.04947328423458972,34.275862068965516,7.852298850574712,9.098265895953757,28.142857142857142,67,3.2545843556022773,121.3,4,reparking,26.194721731662007,268.9428571428571
d19359573S,Smart ForTwo,economy,petrol,2.78,2015,93180,2017,34.48,engine_overheat,0.1,3.9448275862068964,17122201.070706572,193.7127461972635,13.249059693154448,0.9772701149425287,5.0683845497315225,25.268,0.1515060917581965,33.201149425287355,7.850574712643678,9.248554913294798,26.314285714285713,58,3.048950776961828,146.7,3,repair,26.37780987412358,266.74285714285713
O22361854N,VW Polo VI,economy,petrol,2.52,2011,5500,2018,37.12,engine_overheat,0.1,4.046149425287356,3803221.1174842,192.4459711469768,-7.91366962704424,-0.2110287356321839,15.661232481427499,62.146,-0.12669060562934498,33.833333333333336,7.749425287356322,9.114942528735632,26.2,71,2.7851496949947614,98.0,4,reparking,26.192165011184986,267.0285714285714
i-1479300M,Skoda Rapid,economy,petrol,4.88,2017,137213,2019,85.55,another_bug,0.1,4.67183908045977,20729106.634006854,169.08232539229763,-0.2833322512038605,-2.741522988505747,10.351904867687006,42.388999999999996,0.006234973294615488,34.81609195402299,8.063218390804598,15.263565891472869,24.228571428571428,47,2.654297292627007,133.0,4,repair,26.14099299741518,267.54285714285714
L60286103R,VW Polo VI,economy,petrol,3.88,2012,25173,2018,46.74,break_bug,0.36,5.319080459770115,10022071.901391407,122.63770448111772,0.16236538938173176,-7.019344827586207,9.471494960865545,29.014,0.06121079724344408,34.18390804597701,8.020114942528735,7.517241379310345,26.257142857142856,62,2.805031493704174,108.7,4,reparking,25.983770892313025,272.8285714285714
p26377723i,Hyundai Solaris,economy,petrol,4.1,2013,40281,2019,32.46,break_bug,0.45,5.414597701149425,18427386.97187734,113.61741681708182,-1.824735696069854,-6.118850574712644,9.80640368581772,29.023,-0.013377298486211745,33.91379310344828,8.00919540229885,6.890804597701149,25.228571428571428,68,2.880665772719502,136.5,4,repair,26.056330850749443,271.8285714285714
W-1512641W,Renault Kaptur,standart,petrol,5.4,2013,47719,2018,26.21,engine_overheat,0.1,4.275977011494253,13575005.747928873,189.4908427961317,-9.635706962987982,15.355201149425286,16.581732871707626,57.989000000000004,-0.039355246760505884,33.43103448275862,7.9126436781609195,9.815028901734104,27.02857142857143,62,3.0252217086611384,162.6,3,repair,26.049224494108312,268.77142857142854
y-3838245t,Kia Sportage,standart,petrol,4.7,2015,84786,2021,36.86,engine_overheat,0.1,4.044310344827586,17452445.64929375,181.5948050220017,-5.558560645590504,43.31009195402299,23.399712195815287,76.916,0.011728874134282962,34.0919540229885,7.855747126436782,8.982558139534884,26.257142857142856,65,2.804219509743046,95.89999999999999,4,reparking,26.08415901266795,270.2
b-2719977Z,Kia Rio X,economy,petrol,4.5,2014,65491,2020,63.17,another_bug,0.94,4.767241379310345,15549613.848861823,200.0,9.114557851344633,-0.15452873563218392,0.9701235883258057,9.002,0.03843922515495907,33.293103448275865,8.083333333333334,13.945736434108527,26.914285714285715,68,2.877717933398213,112.5,4,reparking,26.33573828483179,263.2
D-2109758O,VW Tiguan,economy,petrol,5.1,2015,88451,2020,30.98,engine_fuel,0.1,3.9442528735632183,22141976.486220133,168.47728484452395,-1.763805706244053,-3.7393045977011496,4.819672272488908,14.79,0.05129336592363814,35.9080459770115,8.047126436781609,16.388429752066116,23.34285714285714,65,2.800519159553316,131.8,4,repair,25.89379311455489,268.22857142857146
M89853598O,Kia Rio X,economy,petrol,3.82,2012,18403,2018,51.84,engine_overheat,0.1,3.995,11863044.501202293,199.4113740601043,8.314919046003867,17.360821839080458,10.869893065577617,41.389,0.09398914347726992,32.62068965517241,7.8999999999999995,9.46551724137931,23.4,51,2.533347338896859,117.1,4,repair,26.02814405387266,270.6
z34396656x,Nissan Qashqai,standart,petrol,4.12,2011,251,2015,59.69,engine_ignition,0.1,3.9639655172413795,15297087.098631687,185.27939214918771,-0.7015218156365245,7.6545172413793106,19.105983230065977,67.166,0.075295142891802,35.752873563218394,7.91551724137931,6.655172413793103,27.857142857142858,67,1.9840201950720617,101.1,4,repair,26.031308972612976,270.37142857142857
S19803153J,Hyundai Solaris,economy,petrol,5.26,2012,28216,2015,75.9,another_bug,0.12,4.627988505747126,13246043.433951415,177.0,6.19035433832339,-45.10041379310345,26.756254983049455,98.40299999999999,0.06819424053475197,33.741379310344826,8.063218390804598,17.70175438596491,30.4,68,3.3305133729998877,122.7,3,reparking,26.170107632336943,262.9142857142857
y35650754l,VW Tiguan,economy,petrol,4.48,2016,105035,2018,53.18,wheel_shake,0.1,4.63,18542904.789115455,124.25252355038036,-7.569897165727433,24.992511494252874,13.023190669373225,48.327,-0.055765950242458465,35.793103448275865,8.068965517241379,15.042372881355933,24.37142857142857,58,2.6036722611913885,97.4,4,reparking,26.12667775972975,269.37142857142857
U-1719392C,Skoda Rapid,economy,petrol,5.56,2016,94354,2021,39.36,engine_overheat,0.1,3.9722988505747123,11906123.224730974,197.01095885357128,-0.279688784778931,-4.361488505747126,5.277025984921039,15.979,0.013505982647145219,34.59770114942529,7.856896551724137,9.167630057803468,29.514285714285716,70,3.152784550229854,165.3,4,repair,26.221578337691877,269.74285714285713
Q12359942h,Kia Rio,economy,petrol,3.62,2014,58269,2019,34.13,electro_bug,0.0,4.1194252873563215,3910275.2890529493,176.29222859928723,-2.363781872693575,0.2976206896551725,9.653997576542743,57.574,-0.02248193634997844,33.94252873563219,7.9798850574712645,7.574712643678161,22.914285714285715,48,2.6931815554760328,126.6,3,repair,25.85718242261269,269.65714285714284
F-2082660j,Kia Rio X,economy,petrol,4.58,2011,4083,2016,58.78,engine_ignition,0.1,4.167356321839081,17683875.318707902,191.08848264225156,-7.279172408956996,4.507488505747126,11.372976553936923,49.232,-0.09260181870099715,35.01149425287356,7.969540229885058,7.068965517241379,22.257142857142856,47,1.8852902502615059,109.4,2,repair,26.22556865382283,265.22857142857146
C15164392z,Skoda Rapid,economy,petrol,3.34,2016,93681,2014,30.3,electro_bug,0.0,4.655459770114942,13306107.40431244,188.9783976993745,-25.867528880534312,-0.17204022988505746,1.0699940757180029,10.024999999999999,-0.26137912776382183,35.96551724137931,7.975287356321839,6.839080459770115,26.114285714285714,48,3.0210966899594647,151.7,4,repair,26.188244605371697,271.6
A-6969550V,Smart ForFour,economy,petrol,4.98,2016,106858,2014,34.79,engine_overheat,0.1,4.099540229885058,11587433.981394779,198.48929834405112,-1.9755682932521625,-20.618149425287356,18.25673735106759,61.527,0.06201697050455569,32.78735632183908,7.893103448275863,10.431034482758621,26.228571428571428,57,2.868323083427732,141.8,4,repair,26.28023469425646,265.4
H21489304G,Renault Kaptur,standart,petrol,4.56,2012,22533,2020,67.58,another_bug,0.21,4.839252873563218,10775576.939556593,174.22778926826246,5.106706377354121,-1.2505747126436781,10.78901696800984,45.727999999999994,-0.006887204423558061,33.5,8.101149425287355,11.383928571428571,28.62857142857143,59,3.1647878843519948,122.5,3,reparking,26.189884164321683,267.9714285714286
Y-4731644Z,Kia Rio X,economy,petrol,5.7,2013,48487,2019,36.61,electro_bug,0.0,4.926149425287356,13327345.334956426,173.3784470017017,-10.23425465059352,-16.705666666666666,11.140053567358754,51.409,-0.027908776876334175,34.804597701149426,8.079885057471264,7.954022988505747,26.114285714285714,48,2.746095777063634,112.4,4,reparking,25.970130952162805,270.22857142857146
Y-1002609O,Renault Kaptur,standart,petrol,5.8,2012,21154,2018,25.7,gear_stick,0.1,4.51735632183908,15308274.793739855,106.10855165450626,-5.4220195135927876,-32.23575862068965,15.129177467118717,64.181,-0.035897881340039475,34.247126436781606,7.775287356321839,8.884393063583815,24.428571428571427,67,2.7882466404052373,138.4,4,repair,26.239098473802223,268.37142857142857
q11941907L,Skoda Rapid,economy,petrol,3.46,2017,111468,2017,60.74,engine_ignition,0.1,3.8498275862068967,10140081.849360518,188.93888746580387,3.785152099363365,7.840781609195402,16.894195600634326,51.518,-0.10267911051779499,34.00574712643678,8.073563218390804,7.977011494252873,29.285714285714285,72,1.9009418276035626,107.7,4,repair,26.11855726351833,270.25714285714287
W17831606Y,Hyundai Solaris,economy,petrol,3.22,2014,55735,2016,99.12,another_bug,0.1,4.567528735632184,11506386.484044436,190.0,5.860134576292638,-0.029494252873563217,0.27263218668259714,3.001,0.027787713546539222,33.270114942528735,8.091954022988507,16.897435897435898,23.085714285714285,70,2.588263750798492,115.6,4,repair,26.14591472617735,271.54285714285714
u-1788771U,VW Polo,economy,petrol,4.54,2012,19239,2018,32.91,engine_fuel,0.1,4.005057471264368,8906595.130459595,176.41196496069557,5.870043607182451,-5.452005747126437,12.914551896964477,55.815,0.05845163355452474,33.71264367816092,8.120689655172415,20.43548387096774,27.114285714285714,68,3.0843383175557855,155.6,4,repair,25.946313516502673,271.9142857142857
F-1257166O,Kia Rio X,economy,petrol,5.12,2012,19918,2015,34.74,engine_overheat,0.1,3.967126436781609,14842370.708165454,182.81232444321336,-13.895617548374224,-3.087626436781609,4.288029148808479,13.43,-0.20556037904990201,31.89080459770115,7.892528735632184,9.64367816091954,25.914285714285715,62,2.956624807462192,129.1,3,repair,25.831623031402124,267.51428571428573
k82740809C,Renault Sandero,standart,petrol,4.68,2014,59221,2015,37.76,engine_fuel,0.1,4.11235632183908,9660830.539986135,177.16996506616007,0.12930643528017322,29.026350574712644,20.222892348094764,62.209999999999994,0.10429188637525016,34.82183908045977,8.067241379310346,16.26271186440678,25.885714285714286,57,2.900507055063061,108.5,5,reparking,26.376813693707682,268.0571428571429
A13746070T,Renault Sandero,standart,petrol,3.36,2011,6019,2021,26.8,break_bug,0.1,5.20448275862069,14720220.762335733,123.619141685415,1.9535647768434687,-34.90224137931035,21.214384490377302,78.782,-0.08347971898872508,35.35632183908046,8.047701149425286,7.666666666666667,26.742857142857144,65,3.097925573209088,154.5,4,repair,25.874460193523817,265.8
E-1356165C,Kia Sportage,standart,petrol,3.72,2015,75739,2016,34.76,break_bug,0.85,5.402298850574713,8515352.661026279,106.6379771119483,-5.186951556312328,-7.779235632183908,9.986904937336368,29.009,-0.14176318591005635,34.28735632183908,7.985057471264368,7.17816091954023,29.228571428571428,68,3.1856426867637073,144.0,4,repair,26.205919523598304,270.51428571428573
w-1247670S,Nissan Qashqai,standart,petrol,5.18,2013,44612,2016,51.51,engine_overheat,0.1,4.254425287356321,6001695.738261409,181.0461654805773,0.8429379891589845,16.29055172413793,9.766041129109556,45.298,0.11397380092062863,34.695402298850574,7.83448275862069,9.601156069364162,24.057142857142857,62,2.6089761023284614,118.9,4,repair,25.911113293483467,271.45714285714286
t11173721p,Kia Rio X,economy,petrol,4.62,2014,56626,2018,35.02,engine_overheat,0.1,4.097758620689655,13709487.642575145,182.2791399577897,-5.89647571637745,-12.669471264367814,9.970542328277771,50.958,-0.11374719448993559,32.660919540229884,7.913218390804598,8.942196531791907,22.285714285714285,46,2.589091531403089,149.4,4,repair,26.13122472422744,267.62857142857143
i-1340626g,Smart ForTwo,economy,petrol,5.84,2013,38431,2020,36.46,electro_bug,0.0,4.256264367816092,10615759.486011952,184.88662278210808,7.98535894382608,-7.564419540229886,19.850199069832676,77.251,0.07942079327614622,35.47126436781609,7.931609195402299,6.977011494252873,25.02857142857143,44,2.6045532206103212,110.0,4,repair,26.111374802341825,267.8
G11530237Q,VW Polo VI,economy,petrol,4.62,2015,87418,2019,30.67,engine_fuel,0.1,3.985344827586207,12960569.015091175,179.75906074515763,-28.322956278378015,12.412080459770117,17.985208136578017,74.463,-0.31701009562356613,34.1551724137931,8.159770114942528,15.912280701754385,25.02857142857143,68,2.9691325162679525,134.1,5,repair,26.22012132693846,263.8285714285714
z-1854947J,Smart Coupe,economy,petrol,4.86,2014,63075,2020,99.0,another_bug,0.22,4.856896551724138,18600471.591976333,196.6015272676526,11.056968541295337,-0.19008045977011492,1.0663518025957517,8.0,0.11103874977031807,33.64942528735632,8.132758620689655,13.98165137614679,25.485714285714284,57,3.052784925001977,123.0,3,reparking,26.06208309496716,267.0857142857143
G-1102710u,VW Polo,economy,petrol,4.52,2011,8768,2020,24.65,electro_bug,0.0,4.346206896551724,15341783.419372523,198.5944433202849,-14.824162523750589,5.825367816091954,11.00052803999549,51.402,-0.2827429581765587,34.06896551724138,7.991954022988505,8.005747126436782,24.542857142857144,48,3.064741205299754,140.1,4,repair,25.806391218016934,264.1714285714286
q-1861373D,Smart ForTwo,economy,petrol,4.46,2013,43385,2016,47.46,another_bug,0.1,4.795919540229885,19991985.60114994,181.0690689368081,0.9890438272618801,19.295155172413793,13.19269368008202,53.599,-0.0018364680407872754,34.160919540229884,8.148275862068965,18.871794871794872,31.257142857142856,70,3.2779297627331436,131.6,4,repair,26.205937427173122,267.37142857142857
F-1720906M,Volkswagen ID.4 ,premium,electro,5.8,2014,52932,2021,100.95,another_bug,0.1,4.793275862068965,9115999.583306326,171.0,3.4392757904492943,11.354488505747126,20.16500943293861,69.154,-0.025236504988775253,33.35057471264368,9.22528735632184,22.02912621359223,29.8,71,3.308641600974254,135.7,4,reparking,26.123218236290334,266.2
N-1361542t,Kia Sportage,standart,petrol,4.14,2012,23529,2015,50.79,engine_ignition,0.1,3.9530459770114943,13801992.470755732,191.02478969031603,9.327085213720315,13.4948908045977,12.82348788388864,42.254000000000005,0.13877909449507697,34.695402298850574,7.929885057471264,6.5344827586206895,28.771428571428572,73,1.964850797252093,112.8,4,repair,26.130130153103902,266.8
b-1432630h,VW Polo,economy,petrol,5.34,2013,38078,2019,35.18,wheel_shake,0.1,4.567471264367816,14536924.184936164,119.0,5.352615777916028,-2.390787356321839,3.354173958363013,16.5,0.06431534075827533,34.31609195402299,8.068390804597701,14.860655737704919,24.257142857142856,50,2.5012097913146083,120.5,4,repair,26.22308068711545,263.22857142857146
h-5381376K,Kia Sportage,standart,petrol,4.38,2014,57212,2020,68.67,engine_ignition,0.1,4.288045977011494,13938106.405475862,191.9809966070908,-2.4858270550345023,-4.000959770114942,5.0174059361239625,15.301,-0.12080313591480646,33.8448275862069,7.922988505747126,7.057471264367816,24.142857142857142,56,1.7651481238580697,75.9,4,reparking,26.28151698513992,271.34285714285716
P-1870462h,Hyundai Solaris,economy,petrol,5.78,2015,85556,2020,49.52,break_bug,0.1,5.322011494252873,4148047.5482452274,136.88354743464512,-4.712207255291133,-37.22263218390805,25.358694092174012,87.49499999999999,0.053800246996682434,34.839080459770116,7.859195402298851,7.339080459770115,22.771428571428572,43,2.490580574211293,102.3,4,repair,26.072978960451568,271.25714285714287
v-9248915k,Kia Rio,economy,petrol,4.42,2013,43498,2018,30.81,gear_stick,0.1,4.392011494252873,18596015.721761808,105.05018426587966,5.723641049072419,-30.379965517241377,17.194412674593966,64.304,0.12645677856231236,32.93103448275862,7.842528735632183,8.491329479768787,24.457142857142856,48,2.7867423226967443,116.8,3,reparking,26.271062943754636,268.9428571428571
